occupation
able seaman
roll-forming-machine set-up mechanic
roll-or-tape-edge-machine operator
roll-over-press operator
roll-sheeting cutter
roll-slicing-machine tender
roll-tension tester
roll-threader operator
roll-tube setter
roll-up-guider operator
roller
roller checker
roller cleaner
roller coverer
roller engraver, hand
roller i
roller maker
roller operator
roller repairer
roller varnisher
roller, gold leaf
roller, hand
roller, primary mill
roller-bearing inspector
roller-leveler operator
roller-machine operator
roller-mill operator
roller-print tender
roller-skate assembler
roller-skate repairer
roller-stitcher
rolling attendant
rolling-down-machine operator
rolling-machine operator
rolling-machine tender
rolling-mill operator
rolling-mill-operator helper
roof assembler i
roof bolter
roof fitter
roof-cement-and-paint maker
roof-cement-and-paint-maker helper
roof-truss-machine tender
roofer
roofer applicator
roofer apprentice
roofing supervisor
roofing-machine operator
roofing-machine tender
room-service clerk
rooter operator
rope cleaner
rope maker, machine
rope-laying-machine operator
rope-machine setter
rope-maker, ropewalk
rope-silica-machine operator
rosin-barrel filler
rotary cutter
rotary derrick operator
rotary driller
rotary-cutter feeder
rotary-cutter operator
rotary-drier feeder
rotary-driller helper
rotary-engine assembler
rotary-furnace tender
rotary-head-milling-machine set-up operator
rotary-kiln operator
rotary-rig engine operator
rotary-screen-printing-machine operator
rotary-shear operator
rotogravure-press operator
rotor assembler
rotor casting-machine operator
rouge mixer
rouge sifter and miller
rough opener, jewel hole
rough planer tender
rough-and-trueing-machine operator
rough-rice grader
rough-rice tender
rough-rounder, machine
rougher
rougher operator
round-corner-cutter operator
round-up-ring hand
rounder
rounder, hand
rounding-and-backing-machine operator
rounding-machine operator
rounding-machine tender
roustabout
route aide
route supervisor
route-delivery clerk
router
router machine operator
router operator
router operator, hand
router set-up operator, numerical control
router tender
router, printed circuit boards
routing clerk
routing-equipment tender
roving sizer
roving winder, fiberglass
roving-weight gauger
row boss, hoeing
rubber
rubber and plastics worker
rubber cutter
rubber liner
rubber molder
rubber tester
rubber-cutting-machine tender
rubber-goods assembler
rubber-goods cutter-finisher
rubber-goods inspector-tester
rubber-goods repairer
rubber-goods tester
rubber-mill operator
rubber-mill tender
rubber-mold maker
rubber-printing-machine operator
rubber-roller grinder
rubber-stamp maker
rubber-thread spooler
rubber-tubing splicer
rubberizing mechanic
rug braider, hand
rug cleaner
rug cleaner, hand
rug cleaner, machine
rug clipper
rug cutter
rug dyer i
rug dyer ii
rug hooker
rug inspector
rug inspector i
rug inspector ii
rug measurer
rug repairer
rug setter, axminster
rug-backing stenciler
rug-cleaner helper
rug-cutter helper
rug-dry-room attendant
rug-drying-machine operator
rug-dyer helper
rug-frame mounter
rug-inspector helper
rug-sample beveler
ruling-machine set-up operator
running rigger
rural mail carrier
sack repairer
sack-department supervisor
saddle maker
saddle-and-side wire stitcher
safe-and-vault service mechanic
safe-deposit-box rental clerk
safety coordinator
safety engineer
safety engineer, mines
safety inspector
safety inspector, truck
safety manager
safety-clothing-and-equipment developer
safety-lamp keeper
safety-pin-assembling-machine operator
sagger maker
sagger preparer
sail cutter
sail-lay-out worker
sailor, pleasure craft
salad maker
sales agent, business services
sales agent, financial-report service
sales agent, insurance
sales agent, pest control service
sales agent, psychological tests and industrial relations
sales agent, real estate
sales attendant
sales attendant, building materials
sales clerk
sales clerk, food
sales correspondent
sales engineer, aeronautical products
sales engineer, agricultural equipment
sales engineer, ceramic products
sales engineer, marine equipment
sales engineer, mechanical equipment
sales engineer, mining-and-oil-well equipment and services
sales engineer, nuclear equipment
sales exhibitor
sales representative
sales representative, abrasives
sales representative, advertising
sales representative, aircraft
sales representative, aircraft equipment and parts
sales representative, animal-feed products
sales representative, apparel trimmings
sales representative, architectural and engineering supplies
sales representative, audiovisual program productions
sales representative, automotive-leasing
sales representative, barber and beauty equipment and supplies
sales representative, boats and marine supplies
sales representative, bottles and bottling equipment
sales representative, building equipment and supplies
sales representative, canvas products
sales representative, chemicals and drugs
sales representative, church furniture and religious supplies
sales representative, commercial equipment and supplies
sales representative, communication equipment
sales representative, computers and edp systems
sales representative, construction machinery
sales representative, containers
sales representative, cordage
sales representative, dairy supplies
sales representative, dancing instructions
sales representative, data processing services
sales representative, dental and medical equipment and supplies
sales representative, door-to-door
sales representative, education courses
sales representative, electronics parts
sales representative, electroplating
sales representative, elevators, escalators, and dumbwaiters
sales representative, farm and garden equipment and supplies
sales representative, financial services
sales representative, food products
sales representative, footwear
sales representative, foundry and machine shop products
sales representative, franchise
sales representative, fuels
sales representative, general merchandise
sales representative, graphic art
sales representative, hardware supplies
sales representative, herbicide service
sales representative, hobbies and crafts
sales representative, home furnishings
sales representative, hotel and restaurant equipment and supplies
sales representative, hotel services
sales representative, household appliances
sales representative, industrial machinery
sales representative, industrial rubber goods
sales representative, jewelry
sales representative, leather goods
sales representative, livestock
sales representative, lubricating equipment
sales representative, malt liquors
sales representative, material-handling equipment
sales representative, men's and boys' apparel
sales representative, metals
sales representative, mortician supplies
sales representative, motor vehicles and supplies
sales representative, musical instruments and accessories
sales representative, novelties
sales representative, office machines
sales representative, oil field supplies and equipment
sales representative, paper and paper products
sales representative, petroleum products
sales representative, plastic products
sales representative, poultry equipment and supplies
sales representative, precision instruments
sales representative, pressure-sensitive tape
sales representative, printing
sales representative, printing supplies
sales representative, public utilities
sales representative, publications
sales representative, radio and television time
sales representative, radiographic-inspection equipment and services
sales representative, railroad equipment and supplies
sales representative, recreation and sporting goods
sales representative, safety apparel and equipment
sales representative, school equipment and supplies
sales representative, security systems
sales representative, shipping services
sales representative, shoe leather and findings
sales representative, signs
sales representative, signs and displays
sales representative, telephone services
sales representative, television cable service
sales representative, textile designs
sales representative, textile machinery
sales representative, textiles
sales representative, tobacco products and smoking supplies
sales representative, toilet preparations
sales representative, ultrasonic equipment
sales representative, uniforms
sales representative, upholstery and furniture repair
sales representative, vending and coin machines
sales representative, veterinarian supplies
sales representative, videotape
sales representative, water-softening equipment
sales representative, water-treatment chemicals
